# Constructed from biom file
#OTU ID	11402.MC001.fastq.gz	11402.MC003.fastq.gz	11402.MC004.fastq.gz	11402.MC005.fastq.gz	11402.MC006.fastq.gz	11402.MC008.fastq.gz	11402.MC009.fastq.gz	11402.MC010.fastq.gz	11402.MC011.fastq.gz	11402.MC013.fastq.gz	11402.MC014.fastq.gz	11402.MC015.fastq.gz	11402.MC016.fastq.gz	11402.MC017.fastq.gz	11402.MC018.fastq.gz	11402.MC019.fastq.gz	11402.MC020.fastq.gz	11402.MC022.fastq.gz	11402.MC023.fastq.gz	11402.MC024.fastq.gz	11402.MC028.fastq.gz	11402.MC030.fastq.gz	11402.MC031.fastq.gz	11402.MC033.fastq.gz	11402.MC035.fastq.gz	11402.MC036.fastq.gz	11402.MC037.fastq.gz	11402.MC038.fastq.gz	11402.MC039.fastq.gz	11402.MC041.fastq.gz	11402.MC042.fastq.gz	11402.MC043.fastq.gz	11402.MC044.fastq.gz	11402.MC045.fastq.gz	11402.MC046.fastq.gz	11402.MC047.fastq.gz	11402.MC049.fastq.gz	11402.MC050.fastq.gz	11402.MC051.fastq.gz	11402.MC052.fastq.gz	11402.MC053.fastq.gz	11402.MC054.fastq.gz	11402.MC055.fastq.gz	11402.MC056.fastq.gz	11402.MC057.fastq.gz	11402.MC058.fastq.gz	11402.MC059.fastq.gz	11402.MC060.fastq.gz	11402.MC061.fastq.gz	11402.MC062.fastq.gz	11402.MC063.fastq.gz	11402.MC064.fastq.gz	11402.MC065.fastq.gz	11402.MC066.fastq.gz	11402.MC067.fastq.gz	11402.MC068.fastq.gz	11402.MC069.fastq.gz	11402.MC070.fastq.gz	11402.MC071.fastq.gz	11402.MC072.fastq.gz	11402.MC073.fastq.gz	11402.MC074.fastq.gz	11402.MC075.fastq.gz	11402.MC077.fastq.gz	11402.MC078.fastq.gz	11402.MC081.fastq.gz	11402.MC082.fastq.gz	11402.MC083.fastq.gz	11402.MC084.fastq.gz	11402.MC085.fastq.gz	11402.MC086.fastq.gz	11402.MC087.fastq.gz	11402.MC088.fastq.gz	11402.MC089.fastq.gz	11402.MC090.fastq.gz	11402.MC091.fastq.gz	11402.MC092.fastq.gz	11402.MC094.fastq.gz	11402.MC095.fastq.gz	11402.MC096.fastq.gz	11402.MC097.fastq.gz	11402.MC098.fastq.gz	11402.MC099.fastq.gz	11402.MC100.fastq.gz	11402.MC101.fastq.gz	11402.MC102.fastq.gz	11402.MC104.fastq.gz	11402.MC105.fastq.gz	11402.MC106.fastq.gz	11402.MC107.fastq.gz	11402.MC108.fastq.gz	11402.MC109.fastq.gz	11402.MC110.fastq.gz	11402.MC111.fastq.gz	11402.MC112.fastq.gz	11402.MC113.fastq.gz	11402.MC115.fastq.gz	11402.MC116.fastq.gz	11402.MC118.fastq.gz	11402.MC119.fastq.gz	11402.MC120.fastq.gz	11402.MC122.fastq.gz	11402.MC123.fastq.gz	11402.MC124.fastq.gz	11402.MC125.fastq.gz	11402.MC126.fastq.gz	11402.MC128.fastq.gz	11402.MC129.fastq.gz	11402.MC132.fastq.gz	11402.MC133.fastq.gz	11402.MC134.fastq.gz	11402.MC135.fastq.gz	11402.MC137.fastq.gz	11402.MC138.fastq.gz	11402.MC140.fastq.gz	11402.MC141.fastq.gz	11402.MC142.fastq.gz	11402.MC143.fastq.gz	11402.MC144.fastq.gz	11402.MC145.fastq.gz	11402.MC146.fastq.gz	11402.MC147.fastq.gz	11402.MC148.fastq.gz	11402.MC149.fastq.gz	11402.MC150.fastq.gz	11402.MC151.fastq.gz	11402.MC153.fastq.gz	11402.MC154.fastq.gz	11402.MC155.fastq.gz	11402.MC156.fastq.gz	11402.MC157.fastq.gz	11402.MC158.fastq.gz	11402.MC159.fastq.gz	11402.MC160.fastq.gz	11402.MC161.fastq.gz	11402.MC162.fastq.gz	11402.MC163.fastq.gz	11402.MC164.fastq.gz	11402.MC165.fastq.gz	11402.MC166.fastq.gz	11402.MC167.fastq.gz	11402.MC168.fastq.gz	11402.MC169.fastq.gz	11402.MC170.fastq.gz	11402.MC171.fastq.gz	11402.MC172.fastq.gz	11402.MC173.fastq.gz	11402.MC174.fastq.gz	11402.MC175.fastq.gz	11402.MC176.fastq.gz	11402.MC177.fastq.gz	11402.MC178.fastq.gz	11402.MC179.fastq.gz	11402.MC180.fastq.gz	11402.MC181.fastq.gz	11402.MC182.fastq.gz	11402.MC183.fastq.gz	11402.MC184.fastq.gz	11402.MC185.fastq.gz	11402.MC186.fastq.gz	11402.MC188.fastq.gz	11402.MC189.fastq.gz	11402.MC190.fastq.gz	11402.MC191.fastq.gz	11402.MC192.fastq.gz	11402.MC193.fastq.gz	11402.MC194.fastq.gz	11402.MC195.fastq.gz	11402.MC196.fastq.gz	11402.MC197.fastq.gz	11402.MC198.fastq.gz	11402.MC199.fastq.gz	11402.MC200.fastq.gz	11402.MC201.fastq.gz	11402.MC202.fastq.gz	11402.MC203.fastq.gz	11402.MC204.fastq.gz	11402.MC205.fastq.gz	11402.MC206.fastq.gz	11402.MC207.fastq.gz	11402.MC208.fastq.gz	11402.MC209.fastq.gz	11402.MC210.fastq.gz	11402.MC211.fastq.gz	11402.MC212.fastq.gz	11402.MC213.fastq.gz	11402.MC214.fastq.gz	11402.MC215.fastq.gz	11402.MC216.fastq.gz	11402.MC217.fastq.gz	11402.MC218.fastq.gz	11402.MC219.fastq.gz	11402.MC220.fastq.gz
168dc8cb9285963c9ab81ea2875b5d98	17725.0	10634.0	21002.0	32.0	9246.0	14.0	22347.0	9.0	261.0	19.0	16277.0	12878.0	16360.0	6733.0	15156.0	20764.0	17.0	18867.0	12414.0	24720.0	15015.0	21961.0	18089.0	18916.0	4342.0	14139.0	18662.0	22431.0	15259.0	35.0	12725.0	9241.0	22380.0	2378.0	13305.0	16153.0	15442.0	6793.0	406.0	16232.0	25389.0	3330.0	30550.0	16046.0	6511.0	143.0	122.0	13327.0	5604.0	12685.0	909.0	427.0	457.0	13831.0	11462.0	4088.0	1879.0	21693.0	22718.0	18014.0	13714.0	27202.0	23.0	10685.0	5117.0	15036.0	8219.0	6632.0	2532.0	1471.0	5612.0	731.0	15402.0	23574.0	4401.0	53.0	6885.0	16209.0	5467.0	21106.0	17433.0	19785.0	4608.0	11922.0	24292.0	8603.0	6427.0	6616.0	15890.0	20261.0	6908.0	232.0	2897.0	5418.0	399.0	9325.0	20419.0	0.0	17580.0	31269.0	11196.0	14842.0	13359.0	15740.0	31839.0	16858.0	16279.0	15452.0	4983.0	23823.0	20657.0	15825.0	18295.0	5533.0	7401.0	70.0	22415.0	19919.0	18378.0	13479.0	27503.0	31283.0	4157.0	26595.0	28.0	5494.0	15272.0	4148.0	8192.0	5200.0	13698.0	18486.0	11337.0	14335.0	19659.0	12184.0	15833.0	18914.0	0.0	22452.0	9101.0	11756.0	18792.0	1555.0	6410.0	15600.0	18161.0	11921.0	7893.0	2043.0	10910.0	13247.0	15478.0	12426.0	22313.0	9981.0	15644.0	22551.0	23071.0	5061.0	7723.0	30.0	7937.0	9077.0	5762.0	13511.0	7362.0	1203.0	5391.0	16214.0	4973.0	22189.0	2341.0	11372.0	4889.0	20134.0	8083.0	10161.0	61.0	41.0	2991.0	10752.0	11291.0	8806.0	14788.0	24991.0	41883.0	15850.0	10924.0	2779.0	49.0	22166.0	11263.0
12d75536ca04d06ac908d8e908baaaf5	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	807.0	0.0	0.0	0.0	24.0	0.0	2368.0	468.0	0.0	0.0	0.0	43.0	2223.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	2259.0	0.0	0.0	7219.0	0.0	0.0	0.0	0.0	0.0	8853.0	244.0	0.0	0.0	6076.0	0.0	0.0	2115.0	0.0	0.0	1313.0	5611.0	0.0	2073.0	6040.0	93.0	0.0	0.0	1470.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	7721.0	0.0	0.0	0.0	0.0	3630.0	110.0	879.0	0.0	402.0	5560.0	0.0	0.0	54.0	363.0	90.0	1538.0	197.0	0.0	31.0	83.0	0.0	94.0	0.0	0.0	5228.0	0.0	0.0	6767.0	0.0	630.0	1670.0	0.0	337.0	0.0	0.0	1354.0	0.0	370.0	57.0	42.0	1261.0	61.0	52.0	197.0	0.0	0.0	0.0	0.0	3052.0	3416.0	0.0	0.0	0.0	195.0	0.0	74.0	0.0	26.0	194.0	0.0	2180.0	0.0	3238.0	627.0	0.0	1281.0	0.0	89.0	1124.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	1328.0	0.0	51.0	28.0	44.0	0.0	25.0	18183.0	0.0	3688.0	628.0	35.0	68.0	250.0	0.0	0.0	2551.0	530.0	930.0	0.0	0.0	0.0	12666.0	0.0	6206.0	0.0	328.0	992.0	16055.0	0.0	592.0	29.0	0.0	609.0	5045.0	13063.0	0.0	0.0	10320.0	0.0	1362.0	5704.0	0.0	258.0	2171.0	91.0	77.0	1125.0	0.0	45.0	1697.0
849e1722c5bb62edffda59b4c7e783fb	222.0	0.0	719.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020.0	140.0	1271.0	0.0	373.0	2583.0	0.0	796.0	909.0	1003.0	1840.0	3198.0	956.0	831.0	939.0	0.0	12.0	0.0	1779.0	0.0	0.0	0.0	0.0	0.0	427.0	1222.0	0.0	881.0	114.0	0.0	929.0	202.0	0.0	1932.0	738.0	6.0	10.0	0.0	564.0	226.0	209.0	60.0	0.0	1657.0	914.0	667.0	200.0	3831.0	0.0	487.0	1480.0	1152.0	0.0	722.0	2185.0	0.0	217.0	134.0	1186.0	311.0	113.0	247.0	1308.0	1018.0	609.0	0.0	1282.0	389.0	880.0	650.0	2469.0	1620.0	201.0	869.0	4246.0	990.0	212.0	511.0	0.0	2809.0	1725.0	0.0	1708.0	0.0	415.0	894.0	866.0	0.0	1553.0	450.0	762.0	1984.0	1458.0	416.0	808.0	1282.0	5123.0	1362.0	1191.0	1692.0	0.0	0.0	10.0	570.0	649.0	6389.0	1189.0	1555.0	1207.0	1589.0	1375.0	527.0	0.0	1321.0	0.0	732.0	0.0	1577.0	1792.0	0.0	2177.0	662.0	10.0	490.0	1435.0	550.0	1035.0	1593.0	0.0	202.0	1343.0	3157.0	1543.0	12245.0	1269.0	938.0	2845.0	1889.0	0.0	766.0	0.0	927.0	562.0	743.0	1790.0	1532.0	0.0	186.0	1851.0	25.0	2767.0	0.0	887.0	61.0	995.0	0.0	1645.0	385.0	909.0	938.0	1965.0	389.0	1722.0	1760.0	454.0	658.0	543.0	1957.0	0.0	0.0	691.0	0.0	1419.0	848.0	0.0	1104.0	3312.0	828.0	844.0	0.0	0.0	1080.0	881.0
cc1c1f8febcd19956e4fe51b367672fb	0.0	496.0	3.0	0.0	287.0	0.0	0.0	0.0	730.0	110.0	2063.0	0.0	219.0	7144.0	0.0	0.0	4030.0	3419.0	697.0	0.0	788.0	6.0	23.0	353.0	93.0	0.0	4608.0	8466.0	0.0	0.0	0.0	134.0	2915.0	1740.0	4408.0	0.0	79.0	1121.0	3.0	0.0	0.0	41.0	7.0	106.0	3865.0	348.0	633.0	46.0	0.0	0.0	37.0	1208.0	2766.0	609.0	21.0	80.0	841.0	2969.0	165.0	13.0	2439.0	10.0	0.0	0.0	33.0	0.0	524.0	8651.0	542.0	19.0	0.0	1593.0	136.0	1079.0	172.0	0.0	15.0	34.0	1029.0	302.0	678.0	2220.0	506.0	980.0	0.0	651.0	206.0	1427.0	254.0	8.0	496.0	73.0	271.0	2327.0	4000.0	0.0	0.0	28.0	6406.0	1946.0	418.0	239.0	3936.0	2567.0	0.0	840.0	754.0	3697.0	284.0	3724.0	6.0	0.0	96.0	280.0	86.0	5.0	0.0	9.0	1162.0	0.0	5.0	0.0	56.0	0.0	2118.0	203.0	0.0	73.0	3.0	195.0	148.0	64.0	713.0	253.0	6031.0	715.0	338.0	0.0	4.0	2165.0	1805.0	325.0	1057.0	50.0	22.0	10.0	2408.0	0.0	2934.0	300.0	430.0	322.0	4742.0	176.0	206.0	345.0	457.0	0.0	0.0	3693.0	217.0	0.0	10.0	23.0	26.0	2137.0	491.0	1953.0	0.0	304.0	158.0	0.0	137.0	0.0	518.0	25.0	49.0	156.0	12.0	4.0	25.0	864.0	36.0	134.0	3859.0	0.0	36.0	1379.0	39.0	1057.0	29.0	12.0	55.0
f22e4f0d218aa62ff1ca039104d15a68	895.0	561.0	223.0	0.0	4718.0	347.0	368.0	0.0	3198.0	0.0	918.0	551.0	1049.0	560.0	2585.0	381.0	214.0	310.0	383.0	3892.0	516.0	1810.0	159.0	51.0	131.0	1322.0	900.0	522.0	46.0	0.0	732.0	615.0	3048.0	1157.0	738.0	1639.0	481.0	372.0	11.0	922.0	364.0	48.0	180.0	283.0	515.0	902.0	2142.0	46.0	2366.0	344.0	10.0	421.0	1074.0	327.0	661.0	18.0	3431.0	253.0	3919.0	833.0	1394.0	63.0	3.0	89.0	877.0	220.0	585.0	1990.0	142.0	211.0	778.0	1210.0	187.0	609.0	8.0	2361.0	169.0	240.0	220.0	1406.0	628.0	105.0	289.0	440.0	860.0	44.0	634.0	502.0	141.0	84.0	104.0	1758.0	1124.0	688.0	426.0	61.0	16.0	0.0	303.0	283.0	3965.0	2594.0	13.0	999.0	1043.0	349.0	437.0	294.0	5394.0	2115.0	844.0	435.0	41.0	491.0	719.0	696.0	155.0	198.0	300.0	56.0	558.0	708.0	2736.0	1513.0	217.0	537.0	520.0	33.0	359.0	195.0	584.0	475.0	67.0	356.0	2519.0	1019.0	422.0	775.0	2471.0	310.0	797.0	751.0	631.0	1468.0	738.0	1716.0	4675.0	132.0	380.0	850.0	34.0	628.0	1236.0	371.0	487.0	1580.0	421.0	7772.0	441.0	516.0	761.0	0.0	647.0	1762.0	142.0	149.0	951.0	437.0	13.0	182.0	387.0	138.0	360.0	38.0	44.0	883.0	623.0	44.0	0.0	0.0	47.0	52.0	170.0	262.0	554.0	272.0	125.0	303.0	783.0	1344.0	0.0	22.0	7.0
9fec7bdd6bd88e710bd69b15692e54a0	0.0	0.0	0.0	13.0	158.0	0.0	0.0	0.0	940.0	0.0	0.0	0.0	0.0	0.0	0.0	5616.0	3800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1373.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	7518.0	452.0	0.0	0.0	5.0	142.0	2660.0	0.0	320.0	0.0	0.0	0.0	11.0	0.0	104.0	784.0	17623.0	0.0	4467.0	0.0	253.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662.0	0.0	0.0	85.0	0.0	0.0	2017.0	0.0	0.0	0.0	0.0	78.0	1508.0	226.0	0.0	12.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.0	0.0	8.0	0.0	0.0	1478.0	0.0	0.0	0.0	0.0	6906.0	0.0	0.0	184.0	0.0	0.0	0.0	5847.0	0.0	12.0	323.0	0.0	5.0	13.0	0.0	0.0	567.0	291.0	0.0	126.0	713.0	0.0	0.0	0.0	13046.0	0.0	0.0	0.0	0.0	0.0	32398.0	0.0	0.0	0.0	0.0	2880.0	2911.0	183.0	0.0	67.0	0.0	11098.0	5.0	20.0	21.0	0.0	85.0	0.0	0.0	0.0	0.0	36.0	52.0	0.0	0.0	0.0	301.0	0.0	0.0	7.0	31.0	0.0	78.0	30.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	7.0	1619.0	0.0	0.0	6870.0	254.0	295.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
77179c914d854ab269c8f9ae2e709647	3.0	0.0	0.0	11.0	1991.0	0.0	305.0	3696.0	2659.0	1652.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	13.0	10.0	0.0	0.0	0.0	422.0	10.0	3.0	940.0	2388.0	267.0	3132.0	0.0	7048.0	4.0	893.0	0.0	2190.0	30.0	0.0	0.0	1982.0	10.0	1450.0	2442.0	5216.0	2077.0	377.0	786.0	8.0	833.0	943.0	849.0	0.0	0.0	910.0	1962.0	22.0	0.0	12.0	0.0	0.0	5.0	533.0	988.0	0.0	1485.0	202.0	3516.0	784.0	1259.0	1995.0	0.0	0.0	918.0	161.0	356.0	929.0	876.0	0.0	750.0	908.0	1085.0	872.0	0.0	3.0	286.0	0.0	549.0	1994.0	3692.0	4081.0	1432.0	586.0	3158.0	108.0	5.0	222.0	0.0	0.0	94.0	914.0	120.0	0.0	0.0	258.0	7506.0	0.0	1454.0	0.0	0.0	0.0	1286.0	978.0	431.0	0.0	0.0	5.0	0.0	73.0	1747.0	4.0	377.0	6.0	1276.0	1160.0	0.0	1053.0	0.0	5.0	842.0	0.0	1459.0	30.0	0.0	0.0	0.0	3.0	4.0	0.0	794.0	432.0	330.0	3.0	17.0	214.0	0.0	0.0	6.0	491.0	0.0	251.0	298.0	27.0	16.0	3.0	0.0	0.0	8.0	14.0	324.0	3773.0	0.0	273.0	1232.0	0.0	392.0	480.0	675.0	139.0	0.0	0.0	1422.0	305.0	1250.0	1099.0	419.0	136.0	4582.0	0.0	384.0	1060.0	804.0	152.0	250.0	18.0	1598.0	0.0	349.0	1142.0	4337.0	1080.0	1288.0
ada9bd0d79596edc984f5d145e7212d5	0.0	77.0	3.0	0.0	289.0	0.0	0.0	0.0	5.0	0.0	4771.0	0.0	1078.0	0.0	816.0	113.0	0.0	9.0	878.0	11.0	599.0	3.0	0.0	0.0	0.0	0.0	7.0	1619.0	141.0	0.0	0.0	73.0	0.0	0.0	0.0	2472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	1217.0	6.0	0.0	1008.0	726.0	0.0	0.0	2.0	0.0	19.0	1701.0	0.0	0.0	7646.0	0.0	4.0	0.0	4.0	0.0	101.0	194.0	0.0	914.0	0.0	0.0	7.0	0.0	0.0	1815.0	1620.0	35.0	0.0	3.0	7.0	4.0	1323.0	9585.0	0.0	0.0	211.0	0.0	9.0	3.0	464.0	1795.0	1878.0	0.0	0.0	0.0	3435.0	0.0	1853.0	0.0	0.0	12.0	0.0	0.0	4973.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	451.0	295.0	0.0	6.0	2479.0	3204.0	1760.0	340.0	1466.0	4960.0	0.0	1139.0	0.0	0.0	0.0	6.0	0.0	4326.0	30.0	302.0	3909.0	2053.0	0.0	158.0	0.0	0.0	0.0	6.0	0.0	0.0	4256.0	4154.0	2948.0	0.0	20.0	4.0	247.0	13257.0	0.0	0.0	0.0	2.0	0.0	12.0	13.0	19.0	0.0	6.0	0.0	3456.0	1712.0	0.0	257.0	38.0	458.0	0.0	0.0	288.0	16.0	2.0	0.0	4657.0	0.0	5033.0	4.0	8.0	181.0	3.0	0.0	0.0	413.0	161.0	1215.0	7.0	7.0	11.0	1488.0	624.0	7.0	5.0	0.0	1324.0	3137.0
db707b4e4367788f6f0f53525b62c61d	3.0	608.0	0.0	0.0	2900.0	18965.0	58.0	27.0	4716.0	8.0	0.0	833.0	522.0	769.0	0.0	5.0	3700.0	0.0	274.0	1310.0	1363.0	42.0	227.0	85.0	7876.0	454.0	1388.0	1983.0	0.0	28.0	661.0	278.0	0.0	229.0	405.0	0.0	161.0	196.0	0.0	4817.0	611.0	236.0	4.0	182.0	288.0	14.0	461.0	1224.0	677.0	264.0	0.0	59.0	232.0	2270.0	219.0	0.0	608.0	815.0	524.0	0.0	991.0	12.0	0.0	891.0	33.0	487.0	37.0	71.0	122.0	873.0	5.0	244.0	96.0	162.0	644.0	1127.0	27.0	42.0	1132.0	528.0	247.0	63.0	13.0	521.0	489.0	60.0	0.0	283.0	528.0	164.0	2163.0	1124.0	37.0	310.0	130.0	58.0	0.0	0.0	1237.0	0.0	50.0	380.0	1446.0	369.0	0.0	15.0	1071.0	7.0	2309.0	1431.0	723.0	184.0	3402.0	31.0	807.0	40.0	931.0	20.0	594.0	100.0	131.0	183.0	166.0	31.0	419.0	2938.0	0.0	799.0	0.0	0.0	606.0	911.0	90.0	819.0	0.0	253.0	1159.0	7.0	0.0	455.0	338.0	357.0	252.0	4336.0	51.0	482.0	537.0	0.0	3644.0	153.0	2501.0	11.0	516.0	203.0	782.0	1107.0	0.0	0.0	82.0	1069.0	1108.0	38.0	842.0	191.0	61.0	1850.0	15.0	0.0	0.0	192.0	652.0	0.0	67.0	123.0	149.0	150.0	20.0	70.0	32.0	0.0	85.0	1035.0	139.0	771.0	1175.0	37.0	25.0	668.0	8.0	76.0	46.0	0.0	87.0
fd496fd32dc8c08ade2e8b6c9d8ee13d	1476.0	587.0	329.0	0.0	296.0	63.0	218.0	135.0	6255.0	129.0	954.0	35.0	322.0	108.0	267.0	653.0	7.0	21.0	8.0	201.0	55.0	263.0	823.0	575.0	121.0	251.0	837.0	444.0	1919.0	102.0	1030.0	365.0	867.0	965.0	179.0	418.0	406.0	434.0	205.0	343.0	1182.0	1355.0	392.0	689.0	546.0	102.0	197.0	904.0	1967.0	759.0	166.0	572.0	73.0	321.0	123.0	3691.0	0.0	193.0	226.0	337.0	426.0	340.0	0.0	55.0	625.0	12.0	669.0	29.0	1072.0	167.0	237.0	78.0	387.0	1451.0	112.0	254.0	788.0	690.0	289.0	363.0	125.0	128.0	22.0	469.0	410.0	59.0	235.0	49.0	23.0	317.0	833.0	192.0	811.0	0.0	122.0	86.0	423.0	0.0	666.0	789.0	114.0	1692.0	145.0	113.0	459.0	630.0	76.0	844.0	589.0	502.0	667.0	170.0	251.0	11.0	41.0	436.0	116.0	870.0	428.0	167.0	587.0	360.0	14.0	1001.0	611.0	1707.0	1025.0	221.0	189.0	763.0	200.0	93.0	329.0	1891.0	433.0	45.0	657.0	461.0	57.0	28.0	184.0	232.0	412.0	734.0	439.0	561.0	1234.0	385.0	208.0	1853.0	41.0	210.0	247.0	30.0	580.0	251.0	645.0	4415.0	363.0	141.0	92.0	247.0	187.0	1488.0	959.0	424.0	34.0	39.0	415.0	1123.0	108.0	147.0	9.0	76.0	125.0	620.0	635.0	226.0	200.0	0.0	215.0	301.0	1338.0	818.0	188.0	469.0	719.0	257.0	20.0	969.0	214.0	2031.0	215.0
